word,frequency
ove,1
te,12
ono,1
'tale.,1
hologram.,1
31?,2
"""Assault",1
Voltareck,1
"III.""",1
Episode...,1
parallel...,1
Guy...,2
'82.,3
commercial?,3
"#6?""",1
intro...,1
"TOMMY,",1
270,2
DEGREE,1
PORT!,1
doubted,9
12.,6
accelerating,1
written!,1
show!,9
LOGICAL,1
SENSE!,1
Gwen...,2
CHOPPY,1
CRUSHY,1
CATWALK!?.',1
Here!...,1
neutron,9
"reactor,",3
Annex,3
reactor,5
reactor?,1
Jason?...,1
lizard,4
Gorignak...,1
translation,3
circuit.,5
chanting,4
lizard?,3
conveyer,1
Gorignak,1
Jason..,2
RIDING,1
Clenched,1
jaw...,2
actually?,1
diversion,4
"compound,",5
supportive,6
Self,5
Moon,9
Terrakian,1
show!...,1
onboard?,2
repaired?,2
cloud...,1
"Sarris,",1
trying...,5
"dead""",2
gesture!,1
agreeing!,1
is???,1
CUT,8
LINE,1
gesture.,7
nodded,2
okay.',1
"buttons,",5
JASON...,1
"Mathesar,",2
Ninty-nine,1
ACTING,1
ACTING.,1
Stella,9
Adler,3
manned,3
resonance,2
"cannon,",4
ACTING...,1
STUFF.,2
STUFF...,1
COMMITMNT.,1
99%,2
"actors,",4
astronauts...,1
PISSED?,1
built.,8
Commander!,1
Computer?...,1
haven't-,1
dressing.',1
fans?...,1
kid?...,1
smiled,8
Gwen?...,1
RD,1
STREET,2
PASADENA,1
lights...,5
thev,1
doino?,1
~7C,1
INT.,72
SARRIS',1
SHIP,1
h37C,1
Closer?,1
could-get,1
mines?,3
"""Digitize",1
"Chen!""",1
Commander's,1
cannibals!,1
"Teb,",1
reset,11
"pod,",1
autopilot!...,1
pod!,3
sincere.,7
bizarre!,2
Unbelievable.,13
half!,5
Accelerate,1
"4,",5
"THAT,",4
Mathesar?...,1
We..,1
Simpler.,1
pretend...,1
dimwitted,2
Nesmith.,1
actor.,33
actors.,7
Gwen.,3
Explain,33
"bolt,",1
weld,2
female...,1
"Stop,",12
trap?,5
frankly..,1
misunderstanding.,12
heal,18
armor,14
encounter.,5
Sarris...,1
Okey,1
"dokey,",1
particle,7
cannons,7
full.,24
gannet,1
magnets,3
catapults,1
Second-,1
model...,2
this!...,1
deception,2
indeed!,6
oan't,1
oontaln,1
hIs,1
lauchter.,1
belle-----TOMMY,1
lommander?,1
entertain.,2
But...Why?,1
Sections,1
plywood.,1
plaster.,1
conveyor,1
Decorations.,1
"Inside,",5
seen-,1
"model,",1
is!...,1
Exploration,1
Administration.,3
snip.,1
dealings,6
Sarris.,2
Often,3
Sarris,5
destruction...,2
traits,8
"""Deception...""",1
"""Lies.""",1
victorious,3
what?..,2
Tothian,1
12185.,1
Mathesar?,1
pods,4
shown.,4
Strong.,4
Mathesar?.,1
signal,61
surrender!,3
blessed,17
Maintenance,2
Weapons,4
storage...,2
You-,5
vox.,1
REALLY,5
134's,1
2:00.,1
of-,5
survives?,1
Theramini.,1
Theramin.,1
negotiation...,2
"""Earth.""",1
"""Earth,""",1
Earth?,14
Commander?...,2
Nuys.,2
Protector,1
"protocol,",1
plea.,1
Thermians,2
Klatu,2
systematically,4
Roth'h'ar,1
Fatu-Krey.,1
disastrous.,4
"flames,",3
death...,10
limousine.,2
"certainly,",5
but-,8
limo,11
Toyota,2
supreme,4
importance...,2
balance...,3
"blur,",2
vox,1
signal...,4
Laredo!,1
areao.,1
Laredo?,1
Pedal,2
Tommy...,5
Gwen,3
ROCK.,1
spots!,1
"throat,",13
spots.,6
lizard.,3
pig-lizard?,1
Guys...,4
"""Caw",1
"Caw!""",1
signal?,8
"lookout,",1
Faster,7
DAMMIT,1
PUNCH,1
gamma,3
determination.,3
"cookies,",2
them-,3
"""wouldn't",1
"together.""",2
appearances,2
all.',1
hI~D,1
PROTECTOR,1
WH,1
oacK,1
tail.,18
"enerao,",1
maanetlsm,1
o:,1
disrupting,2
onstru-,1
~ait.,1
MEN.,1
implosion,2
reversible...,1
hardwired,2
effort.,13
"Lathe,",1
Chasing,8
bauble,2
fiction.,11
vessel?,6
remain.,7
"Patience,",7
Patience.,5
wagons,6
whores!,2
Wasting,5
naturally...,1
bumpkins.,1
Hessians,2
invincible.,1
court-martial.,1
"Benedict,",5
recognizes,7
Benedict.,4
inquisition!,1
profits!,1
appealed,3
Congress?,2
Pennsylvania'.,1
budding,1
Cromwell.,1
condemns,1
Tories,2
'appropriates',1
Tory,4
being:,1
overjoyed.,3
negotiating,10
shelters,3
Gates?,1
humbly,2
Saratoga,1
Potts',1
creek?,1
befitting,1
Seriously!,2
Congressmen...,1
Gates,6
Saratoga.,3
pamphlet,1
circulated,2
hardships.,1
encouraged,9
Forge,4
Congress.,10
"boots,",7
coats...,1
desperately,18
buckle.,1
pharmacist.,2
Alexander?,7
important!,10
"Nathanael,",3
horse-,1
"shoer,",1
disproportionate,1
asses!,3
attacking,22
aide!,1
Cicero,1
right:,7
silent'.,1
"rash,",4
resign?,2
openly,6
commander,16
insubordinate.,1
compromise;,1
glorious,14
battle;,2
"asking,",15
Adams,8
skirts,4
Baltimore.,17
spring!,3
voted,12
Damn-it!,2
"season,",8
Benedict!,1
Arnold!,3
believe;,1
forests,3
"troops,",4
defy,9
Franklin's,2
troops,26
"mobs,",1
"orders,",19
equipment...,2
British?,3
alliance?,1
troops:,1
"Iroquois,",1
Exceedingly.,1
"congress,",1
moon!,6
prospect.,5
wilderness.,5
Quebec,3
fordings,1
Maine...,2
"Champlain,",1
Ticonderoga,1
Active,3
terrify,5
Ticonderoga...,1
British!,3
"general,",7
"learning,",5
thought?,7
"Wil,",2
Monmouth...,1
general.,12
"loyally,",1
Wil.,1
fought.,5
general?,3
Wil...,2
apologizing.,3
apologizing,7
Misunderstood,1
what!?,4
guns!,6
understand!?,1
"flint,",1
compelled,6
"Colonel,",13
inquires,1
designate,1
colored,43
ribbons.,3
fighters?,1
ribbon,13
pitchfork,1
rags,11
"coats,",1
weather?,6
Marquis!,1
"reformed,",1
Steuben,1
Wayne,36
Greene.,3
supporting,12
reconsolidation.,1
men!?,1
generals!,1
"cowards,",2
doing!?,3
Lafayette,6
happy...,8
Lafayette's,1
"republic,",1
dictator,2
subjects?,2
trust...,6
Virginia,21
Delegation,1
Constitutional,2
Convention?,1
Philadelphia!,2
"Congress,",4
"speculators,",1
who've,18
Sweep,2
aside!,2
coup?,2
"Alexander,",13
declare,22
throne!,2
Arnold?,4
declaration,6
insurrection!,2
bankrupt,5
pensions.,2
disrespect!,1
Arnold,25
Hamilton!,1
court-martialed,1
defenses,2
fort,13
disrepair?,1
neglected,6
spiked!?,1
fell?,1
Hudson,16
Yessir.,27
"Arnold,",2
divisions,4
Greene's,1
vanguard,2
rearguard,1
geese,9
migrating.,1
cannon?,2
apprentice,6
Croix.,2
College.,14
"conscripts,",1
"recruits,",2
him:,4
"country.""",1
teacher...,3
pleasure...,5
Hale?,1
openness.,1
"compromise,",4
'deal',1
retreat.,6
negotiated,3
"Delighted,",3
rocks!,2
ball!,9
democratic.,3
drunken,13
Breed's,1
hill.,18
Adams...,1
Boston?,2
Horatio!,1
Horatio,1
"Gates,",1
Massachusetts,5
Delegation.,1
uniforms,9
muskets,2
acquit,3
Sam...,10
mankind;,1
child!,17
supports,7
Lee...,6
incompetent!,2
commander-in-chief.,1
Hounds,1
goodwill,3
"largess,",1
Rhode,12
"ability,",4
Horatio.,2
"further,",7
"support,",8
astonishing,4
'cost,1
"business',",1
Partially...,1
"Again,",7
Washington?,9
Finally!?,1
"ale,",4
aristocrat,4
Gag,2
gag.,6
adored!,1
"""General",1
Washington!,8
Champion,6
Trenton!,1
Savior,2
"Republic!""",1
deprecating,1
Congress!,2
Hancock,2
'tea,1
party',1
smuggler!,1
protesting,1
"inequality,",1
competition.,17
Southerner,2
"commander-in-chief,",1
fight!,12
struggling,16
moment!,4
"classist,",1
elitist...,1
preaching,5
compromise!,2
"acts,",2
"Southerner,",2
army...,3
bitterly,2
allowing,15
army!,5
river!,6
detains,1
Detained,1
detained,2
captain...,2
on!?,2
crushed,16
feint,4
"outpost,",1
insane!?,1
Benedict,5
Champlain!,1
Saratoga!,1
"Goddamn-it,",1
"Joseph,",13
"mansions,",1
coach!,3
greedy,15
earth!,6
"indispensable,",1
traitor!,2
pursuing,6
resignation.,8
Philadelphia...,2
Greene?,3
"vain,",3
fights!,1
madness,7
resignation,9
aide.,2
"headed,",6
Hamilton,3
Cadwalader...,1
Cornwallis,14
honor!,9
invincible!,2
"deist,",1
precisely?,1
Deist.,1
Franklin.,6
Christian?,2
Christians...,1
founding,2
fathers!,1
colonized,1
Christians!,1
revolution.,7
swell-Christian,1
"movement,",5
scheme?,5
resolution,5
censuring,1
sacrificing,3
barges.,1
ships?,3
Outrageous,2
George!,15
compromise,11
here:,10
superiority.,3
fleet?,5
Spies,2
Champlain...,1
Canada?,3
"allies,",2
retreat?!,1
died...,12
mon,13
petite,5
Henriette...,2
Marquis?,5
"melts,",2
"Marquis,",5
blossoming,1
soldiers.,15
melts.,1
smashed.,3
revolution,14
Chose,1
gifts.,12
armory,1
Charleville!,1
France!,5
muskets?,2
Muskets,1
Bayonets.,1
supplies...?,1
'Charming,1
victories?',1
victories,2
Trenton,2
"Princeton,",2
softening.,1
Mon,7
"give,",7
please;,1
'Philadelphia',1
"'Continentals',",1
Congress',1
feiters,1
fake?,4
appointed,15
Congress...,3
Yves,1
Roch,1
Gilbert,2
"Motier,",1
Marquis,16
Lafayette.,1
"countrymen,",1
"muskets,",1
sir:,2
portrait,7
"Adrienne,",1
motives,12
majesty's,2
"court,",27
united,5
rapacious,2
Vive,2
la,59
l'Amerique!,1
Martha!,1
Dower,1
"interbreeding,",1
distinguish,4
'kind'?,1
terrified!,1
'upper,1
class',1
free!,6
condescend,2
prospered,1
tossing,6
condescending!,1
doesn't?,14
indeed?,5
arming,4
Negroes!,2
overturns,1
cherish!?,1
outraged,3
betrayal.,6
interests.,20
Martha...,1
Virginia?,3
anti-Christian,1
dogma!,1
Sally?,9
inquire,7
Fairfax,2
tutoring,3
recite,5
Cato...,2
Devotion,1
purity,7
Purity,1
Fairfaxes?,1
"""Liberty,",1
"Virtue,",1
"Country""...",1
Romans?,2
"Martha,",9
concessions,1
western,10
boon,2
slaves,9
'prize',1
gain?,4
frees,3
Williamsburg,1
mule.,2
'disturbance',1
congress,2
coop,2
"foxes,",1
outcome.,2
"elevated,",1
destroyed...,4
expectation,4
"disenfranchised,",1
dear:,1
classless,1
War?,11
probable.,2
constitution,2
ratified...,1
elect,5
is;,5
bodyguard.,14
assassinated!,2
instructions,34
uniform...,3
"honored,",4
reluctant,5
harass,6
Cornwallis.,4
cave-in!,1
Nathanael.,2
someday?,4
compromise?,1
wealthy,20
patriotism?,2
Benedict...,1
"owner,",6
blacks,4
"tongue,",17
"disgusting,",3
"jealous,",14
bottom-feeding,1
general;,1
horse-shoer.,1
ironmaster,1
baser,1
issued,18
discipline,7
lashes,6
each!,2
"Caesar,",34
Hannibal...,1
volunteering,2
wholehearted,1
horseshoer?,1
commanded,6
Militia,6
ironmaster.,1
"limp,",1
marches,4
sway...,1
Nathanael,1
"Greene,",3
Militia.,1
Yessir!,1
"""Mankind",1
"chains...""",1
homily,2
philosopher,6
denouncements...,1
philosophers,3
'studying',1
philosophers?,1
glowing,4
engagement,23
"Curtis,",2
"acres,",7
"Fairfax,",2
"Commission,",4
colonial?,1
yokels,1
society!,3
patriot?,1
war!?,1
comfort.,12
Curtis,11
"riches,",1
half-grown,1
"Words,",2
words!,8
"philosophies,",1
Sally's,4
clod,1
"gratified,",1
home;,5
crops,6
George;,2
"refinement,",1
barbarous,1
soul!,5
Belvoir,1
civilize,1
William's,3
neighbor?,1
'brother';,1
unflattering,1
'family',1
"Voltaire,",3
"wrong.""",5
dost,4
ecstasy!,1
unguarded,2
back;,2
"lay,",3
smothered,2
"breast,",3
"restraints,",2
lustre.,1
"cannot,",3
conceal,9
thee.,14
"Ooo,",9
color!,4
imaginations.,1
Juba,3
darker!,1
aristocrat...,1
shambles,1
fortunes.,4
laughs,21
freest,1
field...,6
hovels?,1
dreamt,14
be:,2
spectacular,7
"manners,",6
decorum...,1
"minuet,",2
courtly,2
'Z'.,1
movements...,1
Cranes?,1
crane?,2
"significant,",1
strut,5
cranes...,1
'civilized'.,1
'minuet',1
"minitus,",1
'small',1
'orderly'.,1
Capture,3
Slavers,1
Africa?,11
Adams!,1
revolutionary,12
scares,39
"patriotism,",1
People'.,1
Indentured,2
"servants,",2
slaves...,1
castaways.,1
That?,7
mob:,1
"unemployed,",3
"drunkards,",1
vagabonds...,1
dregs.,2
revolutions?,1
"speeches,",9
"pamphlets,",1
"abstraction,",2
"'others',",1
"Locke,",2
"Vattel,",1
Diderot...,1
strongest.,2
owner!,1
illegally,4
surveying,1
Ohio,12
Valley!,1
natives!,1
fathom.,2
"William,",6
black!,4
tan!,1
Weathered!,1
Numidian.,1
horrid,3
slave!,2
humiliating.,8
"preserving,",1
frost,3
Tierra,2
Rent-A-Car,1
Rabbit,3
minivans.,2
reserved,13
Oldsmobile,2
Silhouette.,1
hittin',11
"weapon,",11
Farrah,4
felons.,1
president?,9
kidnapping.,7
Trade,7
Plan,19
Palmer's,4
Karen,36
Flores',3
undie,1
drawer?,4
Palmer,9
airline?,4
"Cat,",5
Farrah.,1
Day.,16
Farrah...,1
plea-deal,1
stunt,18
Cat.,12
shouldn't've,2
Colombians,2
"bonus,",3
yoyo,1
Escobar's,2
nephew.,10
cushion,3
offa,7
buildings?,1
Costa,10
Mesa.,1
Chili,11
paper?,15
Lovejoy?,2
"cute,",15
Bo.,10
Lovejoy,4
Palmer.,10
lamest,2
quadriceps.,2
stuntman?,1
Catlett,1
locker,22
setup,10
hibiscus,1
UC,4
Sheraton.,3
shark.,21
Miami,33
Action,6
Spectacular.,1
Escobar.,4
Dealing,3
Product,2
Ramon,2
Ceasar,1
staple,3
chin.,4
jumpy,4
"panicked,",4
"zillion,",1
zillion,2
DEA,14
locker?,3
sister's,26
focking,1
Family.,9
retard.,7
Yayo.,1
nephew?,3
"Bear,",4
Bravo.,6
Mitchum,1
"Dorado,",1
Dean,23
"Wayne,",6
Wayne.,26
Dorado.,1
Karen?,5
8150,1
Avenue.,15
Laurel.,3
Laurel,4
Canyon?,3
Bo?,3
Leo.,24
commas,2
"belong,",4
spelling,4
tricky,8
words...,7
'Fade,1
Flores.,2
Young?,3
"nine-years-old,",1
Lovejoy's,1
Bernie.,17
Bernard.,2
script?,8
She's...,7
Ilona?,1
Ilona,1
Ilona.,1
Increase,4
Title's,1
writer's,5
Murray,23
Saffrin,2
"""Lovejoy"".",1
script,34
whatta,21
Freeman.,3
Morgan?,4
Harvey,17
Keitel.,2
"""Fingers"".",1
"wonder,",17
Roxy?,2
'Sign,1
dead.',3
Martin.,31
Lovejoy.,5
associate.,5
"associate,",5
Reporter,1
anyplace.,2
"burglar,",2
dusty,3
C-18.,1
through;,3
jock,1
"airport,",12
Assuming,6
"Leo,",25
"Letterman,",2
"Sneaky,",1
Zimm.,4
"convenience,",3
"deals,",5
"""Freaks""",1
"Loverboy"".",1
disco.,3
where've,3
Leo,48
Devoe?,1
Palmer?,1
imagination.,21
Zimm,3
finders,3
"fee,",5
out've,4
"Miami,",13
dipshit.,5
"Zimm,",2
Devoe,1
scammed,1
Depends.,7
Bones?,3
Barboni?,1
asshole's,5
Sovereign.,1
terminal?,2
"L.A.,",15
Fiat,1
jammin',1
draw...,1
'bro?',1
belt,18
"fuckball,",2
L.A.'s,4
bro.,18
Miami.,31
Barboni.,2
attendant,5
lockers,2
C...,2
used?,3
Lakers,2
producer.,8
"investor,",2
Movie,7
producer?,2
Chil?,2
Anita,2
ponies,4
tush.,1
lonesome,12
spanked,2
waitress?,4
Keno,1
Bones,8
invest,18
"crowded,",4
Momo?,1
Momo,7
Leo's,11
"Selznick,",1
Bo's,2
invested,10
Chili.,2
shrink's,1
trainer.,4
trainer's,2
"'Well,",4
straight.',1
desk...,1
grabber.,1
action...,3
Following,8
"That,",33
befall,2
cleaner.,4
"Doris,",1
Murray's,3
"widow,",2
script.,26
Heart,17
drown?,2
Murray.,6
screenwriters,1
rafting,1
Kern,1
trainer,1
flips.,1
Loves,8
omelet;,1
banana,12
pancakes.,3
billboard.,1
shades.,3
"""Ride",1
"Clouds"".",1
Whitney.,5
snitch,5
"Cyclone"".",1
award,14
"nominee,",1
star?,16
"Saffrin,",1
Grotesque,2
"Lovejoy""?",1
title?,7
"Lovejoy"".",1
maniacs.,2
"""Driving",2
"Daisy"".",1
degree,39
restraint.,3
"at,",42
"investors,",2
"originally,",4
"characters,",3
seducing,4
"Racketeering,",1
sharking.,1
Racketeering.,1
arrested?,6
Once.,10
paid.,26
paying.,5
Allen.,4
Leo?,6
cleaner?,1
shylock?,1
mentioned.,8
believable,2
settlement,17
shylock's,1
L.A...,3
shark's,4
"beginning,",9
develops.,3
scams,6
"Karen,",16
"Chili,",1
feature,18
"Grotesque,",2
Flores,1
starred,2
Slime,1
Creatures,1
releases,8
Mesas?,1
uttering,1
bounce.,5
annoys,1
Allen's,2
"calling,",17
actress,21
"Flores,",2
anymore...,27
marker,7
marker's,1
"Operator,",5
Information?,1
markers,5
"Allen,",3
Mesa's,1
Casino?,2
"pocket,",16
cleaner's,3
uhh...,4
E.g.,1
'ergo'.,1
'E.g.',1
'for,1
"example',",1
'i.e.',1
speakin',3
e.g.,1
affording,1
Highway.,4
Herald.,2
Airlines',1
Devoe.,1
"Bones,",9
"rug,",5
Chill?,2
spin?,1
Compass.,1
Buddy?,16
"basically,",6
hard-on,8
"Good-looking,",1
Karen.,13
sues,3
gutsy,1
squinting,1
'You're,4
"asshole,'",1
"Martin,",30
loanshark,1
Operation,6
Wiseguy,1
producing.,3
Kinda.,7
"rhythms,",1
"patois,",1
"tone,",4
"yourselves,",5
"opinions,",2
indifference,1
"shooting,",14
"Bensonhurst,",1
"Italian,",13
Tarzana.,3
fink,2
finks,1
character's,3
"center,",9
stem,2
Cyclone.,1
Leo...,2
"Fay,",2
tip...,2
three-ten,1
four-,5
fifty?,4
"account,",12
Dip,2
"blanket,",8
Barboni,1
Capp.,1
articles,16
Bones',1
leather,21
"jacket,",9
fingertip,2
"length,",3
Pacino,3
Serpico?,1
seventy-nine.,3
toothbrush.,5
Karen!,1
"toilet,",7
Letterman,3
horror,43
menu.,6
"Continental,",1
Chili?,2
Niro,1
hard-on.,5
Whichever.,2
faking?,2
Chili's,1
Adventure.,3
Shorty?,3
"starters,",6
he's...,15
Nicki,3
zip,8
"Depends,",2
pays?,1
Freaks,3
Sunset...,1
remark,10
Harry'll,3
"""Touch",1
"Evil""'s",1
Charlton,2
Heston,3
Mexican?,2
runaway,4
flipping.,1
"script,",15
flipped.,2
forty-million-,1
production,23
"""Slime",1
Creature,4
"3"".",1
full-,2
Bette,2
"porch,",3
flirty,1
'I'd,2
but...',2
"""Cotton"".",1
"""Cabin",1
"the...""",3
fuck-me,1
"pumps,",1
finished...,3
Joan,20
Crawford,25
"""Mildred",1
"Pierce""",1
intensity,4
"""Bride",10
"Mutant"",",1
...That's,13
Ripped,2
nylons,5
costumer,1
patio,7
ya',11
offered?,1
airliner,1
exploded,5
"settlement,",5
"kidneys,",1
fifty-six.,2
Some'll,1
short-term,3
vig,2
shylock,1
"vig,",1
"patio,",2
producer,12
Vegas?,13
armchair.,1
article,35
beds.,5
Cagney,2
G's.,2
Granview.,1
Biscayne?,1
seasick.',1
Streisand,1
picture.',1
"'God,",1
Redford's,1
romantic.',1
Save.,2
Hm?,20
emotion!,2
filmmaking.,1
'emotion'?,1
emotion,17
Martin?,13
view;,1
audience's,1
executive,26
Paramount,4
reconsidered,2
morally.,1
Doris.,3
"hack,",3
"writer,",26
"Murray,",2
carjack,1
Camaro,2
Argyle,1
Doris?,3
O.,7
Selznick.,2
'We?',1
loaning,4
"strings,",6
skim,5
pool?,8
Muff?,1
"upstairs,",16
maid's,6
Shylock?,1
large.,12
shylock.,2
misgivings,1
dilemma,4
rationalize,2
heightens,2
"tension,",1
wistful,1
morals.,3
"consider,",1
sweetface.,1
"mmmmm,",1
"intrigued,",1
Cylone,1
maintained,6
Lufkin.,1
His...,1
Shylock,1
acquisition,6
collect.,7
Inflict,1
'It',1
flashes.,2
"flashbacks,",1
Arctic,16
Warrior,7
alpha,6
sierra,1
bravo,1
"Warrior,",5
Warrior.,10
Coastguard,4
"Affirmative,",9
Station.,6
pending,7
Chimera,16
Chimera.,7
afloat.,2
"Repeat,",5
Dobbins,1
Kirk,29
"Line,",1
Halifax.,1
Nova,3
Scotia.,1
"Island,",10
repeat?,2
Passenger,1
"""Chimera.""",1
spell:,1
charlie,2
india,1
mary,1
romeo,1
alpha.,1
seas,5
north,48
zulu,1
"registry,",1
"liner,",2
liner.,1
salvor-in-posession,1
Maritime,3
Convention.,3
turbine,3
blew.,4
scuttled,3
"carrying,",5
Tuesday?,3
compressor.,1
"mechanic,",3
lag,3
"bolts,",2
metal.,14
Preferably,1
"steel,",2
sixteenth,3
inch.,5
"Aluminium,",1
tin'll,1
"Coastguard,",1
alongside,8
"dreamin',",2
m'man.,1
civilized.,3
Sweden?,2
genny,1
minding,8
welder.,3
Dodge.,7
Fucker!,3
freaky?,1
Hypothetically,1
boat,123
Sitka,2
coxswain,2
Epps',2
Dodge?,5
Epps,6
Epps?,9
albatross?,1
coma.,9
Smokes?,1
lota,2
scatter,2
Epps.,14
passages,7
towing,2
This's,3
jackpot.,3
scuttles,1
liner,7
Supposing,9
cables,6
Seeing,21
Spokane,1
bump,22
"moorings,",2
tangled,5
current.,4
Roger?,7
Maureen?,2
Maureen.,3
Amidships,1
beam.,6
waterline.,1
Turbine,2
blown!,1
hull!,2
Conveniently,1
skipper?,4
willya?,11
radio?!,1
propose?,4
strategy's,1
standpoint.,2
Coastguard.,1
1953?,3
Repeating,1
rhyme.,5
"""C""",2
400.,1
Murphy.,8
Dodge,7
barbaric,7
Bodies're,1
fresh.,10
reconsider,9
"reasonable,",9
re-consider,1
options.,17
yahoo,1
expand.,2
Dreamin's,1
outrigger.,1
Puget.,1
gold'll,1
"damn,",17
vessel's,2
cargo's,1
valid,11
Torn,4
rusted,4
adrift?,1
Went,37
turbines,2
highway.,11
"Goddamit,",3
blades,11
re-seat,1
rotor,1
2500,3
itself?,5
outa,67
longer's,1
Metal's,1
crystallized.,1
blade.,10
rotor's,1
Depending.,1
fix?,4
turbine's,1
trashed.,2
"runs,",4
underpowered.,1
Threw,3
fucker!,5
"fuel,",3
"permitting,",2
floating,31
pull.,9
salvage?,2
fittings,1
Bering,2
Alaskan,2
gulf,3
Smugglers,1
freighter,4
Jealous?,6
handed.,2
Dodge's,1
cashing,4
Sudden,1
flashes,7
Lights?,2
"Headache,",2
"nausea,",2
lights?,8
dizziness?,2
Lanky.,1
Colder,1
kilograms,1
Cargo,4
sank.,3
"port,",4
freighter.,2
Showed,3
tatoos,1
Morning,24
slow?,3
jumbo.,1
greed.,7
"Murphy,",6
Greeks,4
scuttling,2
Greer,7
Could've,6
Anchorage.,2
Greer's,1
chain.,10
Aleutians,1
"dogs.""",1
"Epps,",7
Murphy,9
Victims,3
passengers.,2
Innocent,3
Showing,7
hallucination,2
ghost?,6
Someone.,2
stumble,4
Equal,2
"paranoia,",3
resulting,5
page's,1
SOS,1
Collision?,1
"""Their",2
lacking,11
diligence,2
collision.,1
"made.""",1
not've,1
entry.,6
"kill.""",1
Smashed,2
radio's,8
"shore,",6
lifeboats.,1
mutinied,1
Possibly,3
IMA,1
mutiny's,1
relieved,16
"Dodge,",3
flares,3
scrounge,5
Greer.,2
Somebody.,1
Greer?,2
bird.,31
turbine.,1
